"","id","ventas"
"279",252452,120.7068
"280",252463,74.4396
"281",252483,538.5396
"282",252491,395.4336
"283",252498,119.6868
"284",252509,94.7886
"285",252518,125.9904
"286",252538,103.0302
"287",252542,108.6198
"288",252550,306.7548
"289",252576,91.3818
"290",252587,231.54
"291",252615,168.3102
"292",252621,1551.0018
"293",252628,481.2768
"294",252654,59.8026
"295",252679,128.8464
"296",252683,186.7518
"297",252684,201.9192
"298",252702,266.0976
"299",252729,429.3996
"300",252756,211.3032
"301",252767,194.5956
"302",252796,182.8146
"303",252801,387.0492
"304",252885,2088.144
"305",252887,123.7158
"306",252907,143.3202
"307",252959,455.6952
"308",252961,148.002
"309",252997,133.314
"310",253009,408.459
"311",253029,105.315
"312",253033,91.3104
"313",253035,173.1756
"314",253046,240.1692
"315",253073,146.8392
"316",253114,374.8806
"317",253117,102.4998
"318",253122,105.6516
"319",253153,101.3472
"320",253174,168.9936
"321",253189,668.8956
"322",253213,87.0672
"323",253215,252.1236
"324",253220,344.4132
"325",253238,115.6476
"326",253260,95.8392
"327",253262,171.6456
"328",253281,134.7012
"329",253283,424.6668
"330",253289,127.6938
"331",253320,371.1168
"332",253334,500.055
"333",253347,412.284
"334",253350,187.017
"335",253429,277.593
"336",253481,494.1288
"337",253519,330.5718
"338",253556,433.8468
"339",253580,226.5624
"340",253597,188.8632
"341",253611,119.9724
"342",253613,161.6904
"343",253671,274.1046
"344",253677,416.0988
"345",253680,133.722
"346",253682,665.5398
"347",253733,173.094
"348",253780,212.4048
"349",253795,96.0228
"350",253800,165.3114
"351",253834,124.6644
"352",253841,117.5244
"353",253843,129.5808
"354",253844,744.9978
"355",253856,87.8934
"356",253863,138.6792
"357",253866,859.1868
"358",253876,232.4784
"359",253887,244.5756
"360",253945,129.8868
"361",253976,181.1418
"362",253980,61.1898
"363",253989,265.8834
"364",254031,142.5654
"365",254063,192.984
"366",254083,201.8376
"367",254084,577.3302
"368",254086,384.9276
"369",254110,147.084
"370",254132,130.9578
"371",254140,208.5696
"372",254150,671.5884
"373",254153,266.0976
"374",254164,10445.5242
"375",254179,391.374
"376",254190,506.736
"377",254195,65.9634
"378",254201,89.0868
"379",254208,155.295
"380",254217,168.249
"381",254226,411.9984
"382",254234,108.6402
"383",254271,162.3942
"384",254306,197.0742
"385",254317,762.7254
"386",254318,590.4882
"387",254360,69.2886
"388",254367,133.773
"389",254368,110.4864
"390",254444,444.4548
"391",254487,112.8324
"392",254521,175.1952
"393",254593,157.794
"394",254603,276.6036
"395",254630,87.9444
"396",254644,74.7048
"397",254681,116.5044
"398",254702,160.4358
"399",254703,463.9062
"400",254713,169.932
"401",254728,167.8206
"402",254746,120.4926
"403",254821,233.2026
"404",254861,221.493
"405",254862,184.2732
"406",254866,96.6858
"407",254868,182.1414
"408",254878,565.947
"409",254906,227.9292
"410",254908,154.0608
"411",254927,168.2796
"412",254942,199.1244
"413",254945,156.1926
"414",254985,311.3244
"415",255002,229.0104
"416",255007,192.2598
"417",255018,130.8966
"418",255042,144.0444
"419",255047,277.3584
"420",255067,864.45
"421",255099,494.4654
"422",255109,118.9626
"423",255127,275.5428
"424",255137,105.417
"425",255144,668.1204
"426",255157,44.268
"427",255162,1114.962
"428",255227,163.7508
"429",255237,100.011
"430",255241,276.6342
"431",255243,123.2976
"432",255257,134.0688
"433",255276,847.4772
"434",255332,380.9598
"435",255345,813.5112
"436",255353,134.7216
"437",255376,155.9478
"438",255385,131.9982
"439",255407,152.4798
"440",255415,163.9344
"441",255417,259.5186
"442",255443,95.4618
"443",255498,790.3266
"444",255505,300.5328
"445",255517,238.7616
"446",255519,250.9506
"447",255527,101.3676
"448",255559,31.1406
"449",255563,135.7824
"450",255575,81.7224
"451",255578,1310.3124
"452",255595,118.983
"453",255662,161.466
"454",255675,89.6172
"455",255718,77.6118
"456",255772,67.0242
"457",255827,99.2868
"458",255829,974.4672
"459",255869,124.236
"460",255872,111.9246
"461",255892,558.5622
"462",255920,352.5732
"463",255926,206.0094
"464",255929,144.6666
"465",255936,325.278
"466",255958,90.5046
"467",255971,208.8246
"468",255978,199.0836
"469",255981,219.5244
"470",255986,178.5612
"471",256033,127.5816
"472",256083,197.2986
"473",256094,221.1054
"474",256105,121.5534
"475",256126,943.7958
"476",256127,185.64
"477",256151,122.3898
"478",256210,305.7552
"479",256220,124.1952
"480",256247,349.5642
"481",256267,240.465
"482",256272,159.1098
"483",256273,194.514
"484",256304,324.6354
"485",256318,89.0256
"486",256352,155.142
"487",256357,962.2578
"488",256360,128.316
"489",256361,1348.2768
"490",256367,228.48
"491",256383,83.2626
"492",256410,147.4206
"493",256414,161.0784
"494",256420,229.296
"495",256457,43.1154
"496",256472,610.7454
"497",256484,222.615
"498",256494,201.8886
"499",256505,236.2626
"500",256521,191.0562
"501",256538,219.351
"502",256576,80.0394
"503",256577,111.9144
"504",256616,484.0308
"505",256671,395.5866
"506",256672,119.9214
"507",256687,170.2584
"508",256688,1044.5004
"509",256697,218.739
"510",256715,185.1402
"511",256730,148.0326
"512",256741,172.329
"513",256749,291.3732
"514",256786,48.2562
"515",256796,91.7388
"516",256801,202.368
"517",256806,107.7528
"518",256825,216.1788
"519",256828,99.9294
"520",256832,360.7332
"521",256865,196.9416
"522",256875,725.5056
"523",256884,162.6084
"524",256890,556.206
"525",256893,1229.916
"526",256915,301.5528
"527",256959,127.7448
"528",256969,351.4308
"529",256989,329.5416
"530",256995,1499.1756
"531",257009,127.398
"532",257018,419.7096
"533",257022,167.8512
"534",257023,417.0168
"535",257025,1006.4544
"536",257036,83.283
"537",257037,78.999
"538",257068,254.5308
"539",257093,785.9508
"540",257096,117.1164
"541",257104,301.359
"542",257121,341.5368
"543",257130,723.7002
"544",257161,161.4966
"545",257187,234.4368
"546",257189,101.6736
"547",257193,97.7874
"548",257196,132.141
"549",257207,125.8986
"550",257226,75.0924
"551",257231,3840.2388
"552",257252,144.84
"553",257300,502.5642
"554",257315,101.9592
"555",257359,269.433
"556",257378,180.234
"557",257399,218.076
"558",257419,994.6938
"559",257433,70.3902
"560",257434,290.3226
"561",257441,167.3208
"562",257445,99.7866
"563",257455,205.2036
"564",257470,136.5066
"565",257494,52.377
"566",257499,180.1728
"567",257506,618.8952
"568",257509,96.084
"569",257513,301.9608
"570",257514,459.7956
"571",257567,281.2038
"572",257575,233.6922
"573",257588,151.9596
"574",257598,75.8472
"575",257601,78.132
"576",257620,156.825
"577",257624,405.8376
"578",257625,7987.824
"579",257626,114.597
"580",257640,103.887
"581",257641,283.2132
"582",257642,136.8126
"583",257644,136.323
"584",257663,172.6452
"585",257664,163.8018
"586",257667,186.1296
"587",257672,63.8928
"588",257753,345.8718
"589",257756,976.4256
"590",257770,144.0954
"591",257773,113.0874
"592",257776,467.3538
"593",257818,304.368
"594",257831,6255.9252
"595",257832,119.8908
"596",257839,177.6636
"597",257850,303.144
"598",257876,149.0628
"599",257890,144.279
"600",257891,823.2012
"601",257897,254.8266
"602",257900,634.4502
"603",257913,121.2882
"604",257976,150.9804
"605",257983,89.76
"606",257998,279.1332
"607",258038,136.8738
"608",258047,633.7566
"609",258054,132.7734
"610",258070,243.0966
"611",258086,1077.1812
"612",258114,110.5986
"613",258125,139.4646
"614",258127,120.309
"615",258130,92.8608
"616",258147,63.8622
"617",258155,157.5594
"618",258166,196.248
"619",258178,244.3716
"620",258197,118.2282
"621",258199,85.6902
"622",258200,135.3642
"623",258238,334.2336
"624",258250,60.9144
"625",258276,307.1424
"626",258279,161.6904
"627",258285,504.0738
"628",258301,180.7032
"629",258310,128.8872
"630",258333,177.5514
"631",258345,76.7244
"632",258348,673.5366
"633",258374,166.7394
"634",258375,136.0476
"635",258377,250.1244
"636",258404,108.9972
"637",258405,104.7132
"638",258419,69.8292
"639",258421,328.5828
"640",258424,80.0088
"641",258428,210.783
"642",258440,266.0466
"643",258441,199.2468
"644",258461,100.317
"645",258462,142.7694
"646",258472,604.0542
"647",258473,1061.7588
"648",258476,148.9812
"649",258484,131.0088
"650",258485,159.6912
"651",258490,162.4758
"652",258525,153.8874
"653",258526,162.8634
"654",258589,348.0036
"655",258619,135.966
"656",258622,483.4494
"657",258628,304.827
"658",258636,308.805
"659",258643,344.9538
"660",258674,585.3678
"661",258705,44.4414
"662",258709,131.1822
"663",258731,343.7502
"664",258739,418.8834
"665",258755,431.715
"666",258759,119.0136
"667",258769,45.747
"668",258784,192.3516
"669",258819,161.4966
"670",258821,329.0112
"671",258823,127.0716
"672",258891,376.4616
"673",258897,198.6348
"674",258917,89.7192
"675",258947,389.9562
"676",258969,85.4964
"677",258971,119.4624
"678",258979,576.7692
"679",258985,150.6234
"680",258995,318.6378
"681",259003,219.1776
"682",259017,330.6738
"683",259049,244.2798
"684",259061,44.6658
"685",259097,143.1468
"686",259105,118.9218
"687",259107,805.6164
"688",259122,87.4752
"689",259173,76.7958
"690",259181,98.8482
"691",259268,71.5326
"692",259292,3097.7298
"693",259305,198.9408
"694",259324,100.1334
"695",259386,106.4064
"696",259408,132.7326
"697",259422,351.747
"698",259426,83.742
"699",259443,93.0852
"700",259445,77.1324
"701",259477,1158.0876
"702",259507,116.3922
"703",259519,236.0076
"704",259532,236.2626
"705",259535,147.2268
"706",259541,102.204
"707",259545,216.903
"708",259562,310.4472
"709",259635,105.3762
"710",259654,2025.7608
"711",259675,201.858
"712",259676,218.2392
"713",259680,192.6372
"714",259716,190.995
"715",259727,52.8666
"716",259737,159.171
"717",259744,147.6042
"718",259762,153.8466
"719",259794,121.941
"720",259809,180.2544
"721",259830,801.465
"722",259844,171.6252
"723",259863,887.5122
"724",259870,71.7978
"725",259875,118.0752
"726",259919,126.0108
"727",259935,181.9578
"728",259949,282.6114
"729",259966,140.556
"730",259997,64.9128
"731",260012,227.0724
"732",260026,99.8886
"733",260037,411.4068
"734",260045,117.1266
"735",260072,165.24
"736",260077,85.0476
"737",260110,169.5546
"738",260127,250.3896
"739",260128,145.8498
"740",260137,142.4022
"741",260138,854.9232
"742",260140,227.4702
"743",260173,68.9826
"744",260174,115.4028
"745",260175,441.3744
"746",260218,219.7488
"747",260243,104.8254
"748",260244,123.2568
"749",260261,155.958
"750",260271,74.5314
"751",260307,164.6586
"752",260321,181.0602
"753",260344,135.507
"754",260354,270.9936
"755",260362,454.9302
"756",260376,311.2122
"757",260394,161.9862
"758",260396,35.9346
"759",260410,50.1228
"760",260433,2019.4572
"761",260436,80.376
"762",260438,98.991
"763",260444,122.3388
"764",260445,200.7564
"765",260447,180.7644
"766",260455,176.0724
"767",260463,115.9434
"768",260490,239.6286
"769",260509,199.9608
"770",260525,142.8
"771",260535,109.6704
"772",260563,215.2302
"773",260572,141.372
"774",260574,287.1912
"775",260589,63.1482
"776",260590,90.984
"777",260596,311.049
"778",260609,150.8376
"779",260648,233.5494
"780",260672,271.9218
"781",260678,477.3702
"782",260686,394.7604
"783",260778,217.6884
"784",260779,23.5926
"785",260788,147.339
"786",260808,269.0148
"787",260830,525.4326
"788",260843,237.8946
"789",260844,111.4044
"790",260849,109.5888
"791",260877,118.575
"792",260899,201.654
"793",260901,225.675
"794",260914,93.4218
"795",260917,108.1812
"796",260923,245.208
"797",260927,198.3798
"798",260945,193.137
"799",260947,239.4144
"800",260958,324.2784
"801",260965,432.3168
"802",260997,120.2172
"803",261014,149.736
"804",261024,114.5052
"805",261044,80.4678
"806",261073,538.2132
"807",261084,3013.6818
"808",261099,204.51
"809",261129,288.2316
"810",261155,417.6084
"811",261161,103.632
"812",261164,229.7244
"813",261167,267.4542
"814",261172,167.0352
"815",261177,1624.8804
"816",261264,390.6804
"817",261278,241.536
"818",261295,66.453
"819",261315,107.0796
"820",261328,117.4224
"821",261347,176.8986
"822",261359,346.7286
"823",261371,639.2748
"824",261403,134.6706
"825",261409,194.7486
"826",261410,512.2644
"827",261411,284.2128
"828",261458,450.8502
"829",261469,171.6048
"830",261481,71.7162
"831",261497,913.1856
"832",261499,145.809
"833",261510,729.9324
"834",261520,173.7264
"835",261523,82.9362
"836",261543,330.8268
"837",261560,562.4586
"838",261582,518.4456
"839",261606,135.4866
"840",261610,6263.106
"841",261627,440.2728
"842",261661,131.2128
"843",261672,233.2434
"844",261677,233.784
"845",261720,124.8684
"846",261728,261.2322
"847",261731,115.464
"848",261738,130.7538
"849",261741,138.1692
"850",261742,836.3592
"851",261744,183.6306
"852",261748,345.6678
"853",261751,332.8668
"854",261775,300.5328
"855",261784,322.0548
"856",261790,61.7508
"857",261797,292.6482
"858",261825,179.6424
"859",261842,170.5338
"860",261848,355.2456
"861",261856,383.2038
"862",261869,256.989
"863",261873,160.9866
"864",261879,856.2696
"865",261880,153.1836
"866",261896,341.6694
"867",261908,206.958
"868",261928,82.8342
"869",261931,76.6938
"870",261950,81.243
"871",261960,332.8464
"872",261980,283.3254
"873",261986,166.3314
"874",262010,583.2054
"875",262024,68.6562
"876",262034,175.542
"877",262042,146.7576
"878",262054,166.056
"879",262057,152.3982
"880",262058,1677.9102
"881",262069,234.1206
"882",262089,113.8932
"883",262104,152.7348
"884",262115,104.4378
"885",262147,204.7038
"886",262155,652.6776
"887",262165,87.8934
"888",262172,952.1598
"889",262241,225.2058
"890",262256,99.144
"891",262267,112.9956
"892",262305,175.7154
"893",262323,97.7058
"894",262325,3527.8026
"895",262327,256.2648
"896",262336,158.5794
"897",262343,138.5874
"898",262353,135.7416
"899",262355,261.4566
"900",262357,134.4768
"901",262369,165.3726
"902",262371,167.4636
"903",262372,189.9852
"904",262383,138.8424
"905",262398,278.3886
"906",262406,207.0498
"907",262419,141.3006
"908",262425,305.898
"909",262435,93.4218
"910",262452,220.2792
"911",262478,182.988
"912",262479,214.6488
"913",262480,829.9128
"914",262490,264.7308
"915",262498,848.8746
"916",262500,120.8496
"917",262506,390.0174
"918",262507,70.7064
"919",262508,509.6328
"920",262520,95.5638
"921",262557,138.771
"922",262578,529.3392
"923",262595,181.7334
"924",262598,99.4806
"925",262604,342.975
"926",262621,358.6116
"927",262626,100.215
"928",262706,100.8168
"929",262711,297.738
"930",262727,278.7762
"931",262749,98.6952
"932",262757,138.9648
"933",262791,136.2618
"934",262837,773.3028
"935",262869,339.7314
"936",262901,492.7926
"937",262907,1540.5672
"938",262908,167.0862
"939",262911,178.8876
"940",262920,142.0146
"941",262928,320.4738
"942",262936,175.7358
"943",262953,115.974
"944",262988,310.794
"945",262998,200.3076
"946",263022,129.1626
"947",263024,91.1982
"948",263050,213.9756
"949",263074,166.4844
"950",263075,205.8156
"951",263076,647.4756
"952",263077,129.5808
"953",263098,187.4862
"954",263117,116.2596
"955",263129,394.8318
"956",263151,436.356
"957",263167,135.9456
"958",263181,1875.5964
"959",263194,343.0974
"960",263198,125.817
"961",263255,200.1444
"962",263256,147.3186
"963",263271,113.0874
"964",263274,816.9894
"965",263282,93.2484
"966",263315,164.2302
"967",263340,107.8956
"968",263367,75.8676
"969",263379,108.8034
"970",263409,102.9588
"971",263414,148.0122
"972",263415,145.2378
"973",263430,103.5708
"974",263433,298.7376
"975",263462,305.5002
"976",263473,215.2608
"977",263481,75.2148
"978",263487,145.3602
"979",263488,142.8714
"980",263600,218.0964
"981",263602,283.3254
"982",263606,192.4026
"983",263607,116.4432
"984",263621,129.1422
"985",263637,245.7996
"986",263642,526.983
"987",263651,116.229
"988",263687,170.9418
"989",263708,388.0284
"990",263742,325.3698
"991",263748,336.8244
"992",263798,248.5434
"993",263811,197.4108
"994",263819,396.321
"995",263825,221.8194
"996",263848,73.9602
"997",263891,98.5422
"998",263911,91.8306
"999",263912,274.4718
"1000",263961,830.9634
"1001",263969,98.9502
"1002",263970,116.2188
"1003",264007,53.7336
"1004",264018,68.9826
"1005",264024,213.3024
"1006",264083,237.3132
"1007",264094,216.1278
"1008",264130,291.6078
"1009",264131,89.505
"1010",264139,348.9216
"1011",264142,307.4586
"1012",264183,408.459
"1013",264222,1634.7744
"1014",264236,288.5988
"1015",264283,131.1618
"1016",264288,106.845
"1017",264296,173.2776
"1018",264304,210.426
"1019",264314,234.1104
"1020",264323,428.5836
"1021",264350,249.951
"1022",264366,176.205
"1023",264367,2371.2756
"1024",264368,81.498
"1025",264383,293.8926
"1026",264398,388.6098
"1027",264416,148.8792
"1028",264421,211.5174
"1029",264446,150.8784
"1030",264458,163.8528
"1031",264512,124.8174
"1032",264543,607.0122
"1033",264544,661.2456
"1034",264576,162.9654
"1035",264582,264.3024
"1036",264606,142.137
"1037",264614,145.8294
"1038",264616,391.3128
"1039",264635,1012.1052
"1040",264671,163.455
"1041",264672,179.8974
"1042",264778,876.4554
"1043",264795,139.5462
"1044",264805,99.45
"1045",264819,97.665
"1046",264858,546.9342
"1047",264877,478.2168
"1048",264882,90.4128
"1049",264890,204.9996
"1050",264928,219.5244
"1051",264932,129.6624
"1052",264937,194.6874
"1053",264956,937.3902
"1054",264970,98.175
"1055",265025,165.0564
"1056",265028,2529.4674
"1057",265034,222.4824
"1058",265038,68.8092
"1059",265058,162.5472
"1060",265077,707.064
"1061",265086,124.0116
"1062",265106,835.6656
"1063",265112,72.6852
"1064",265116,1057.4952
"1065",265120,457.5924
"1066",265127,514.7532
"1067",265137,273.2376
"1068",265138,120.4824
"1069",265141,96.7266
"1070",265150,50.8164
"1071",265151,351.7878
"1072",265161,67.014
"1073",265169,144.8808
"1074",265203,165.8214
"1075",265223,84.8232
"1076",265246,103.326
"1077",265264,198.7674
"1078",265269,271.728
"1079",265275,68.391
"1080",265306,16679.7132
"1081",265333,141.2598
"1082",265338,53.1012
"1083",265362,86.649
"1084",265379,170.4726
"1085",265382,170.5032
"1086",265383,222.0846
"1087",265404,113.6382
"1088",265408,53.9478
"1089",265412,110.721
"1090",265442,122.0736
"1091",265447,445.9032
"1092",265477,106.6002
"1093",265491,33.5682
"1094",265543,279.9186
"1095",265556,161.976
"1096",265558,555.2676
"1097",265569,126.9084
"1098",265570,262.9662
"1099",265592,392.6796
"1100",265594,2840.4552
"1101",265607,132.8346
"1102",265623,121.5534
"1103",265651,354.7254
"1104",265653,481.95
"1105",265667,73.3482
"1106",265679,81.0186
"1107",265705,156.7638
"1108",265706,93.3402
"1109",265709,238.4862
"1110",265711,439.7934
"1111",265736,1071.714
"1112",265744,156.2436
"1113",265756,195.5034
"1114",265758,138.465
"1115",265769,511.02
"1116",265772,697.7412
"1117",265783,104.7234
"1118",265809,144.9114
"1119",265813,160.7622
"1120",265818,272.4726
"1121",265829,158.8548
"1122",265835,1494.402
"1123",265837,109.548
"1124",265840,480.7566
"1125",265844,173.2878
"1126",265872,296.3814
"1127",265878,485.0916
"1128",265892,152.2452
"1129",265895,960.9726
"1130",265918,92.0448
"1131",265949,257.5908
"1132",265961,192.4026
"1133",266040,266.6586
"1134",266069,116.178
"1135",266094,199.1448
"1136",266103,200.94
"1137",266105,209.6508
"1138",266128,205.8156
"1139",266134,81.243
"1140",266140,107.5896
"1141",266148,475.9014
"1142",266158,117.3612
"1143",266159,176.0724
"1144",266166,1614.8742
"1145",266167,100.623
"1146",266174,482.5416
"1147",266191,214.9956
"1148",266212,162.3942
"1149",266215,154.8666
"1150",266281,298.146
"1151",266286,229.2144
"1152",266303,898.9464
"1153",266325,128.5098
"1154",266338,296.8506
"1155",266345,1097.8974
"1156",266351,705.2076
"1157",266368,1538.058
"1158",266369,54.9168
"1159",266394,397.6062
"1160",266412,251.634
"1161",266422,154.7238
"1162",266446,112.5774
"1163",266454,255.1632
"1164",266459,186.762
"1165",266474,319.4334
"1166",266527,151.317
"1167",266530,111.8328
"1168",266531,192.9636
"1169",266533,120.7272
"1170",266538,549.4434
"1171",266540,249.4818
"1172",266551,108.5382
"1173",266569,92.463
"1174",266586,178.704
"1175",266592,1159.7298
"1176",266618,222.1662
"1177",266652,155.3766
"1178",266660,262.3848
"1179",266685,274.6656
"1180",266693,409.683
"1181",266704,600.9534
"1182",266705,138.0774
"1183",266757,118.8198
"1184",266797,1104.558
"1185",266805,563.3154
"1186",266811,86.1696
"1187",266829,152.592
"1188",266833,56.5998
"1189",266841,278.6742
"1190",266847,161.8944
"1191",266862,105.3048
"1192",266863,449.2284
"1193",266866,113.0874
"1194",266881,251.5218
"1195",266887,88.995
"1196",266900,87.5058
"1197",266915,173.808
"1198",266918,161.2314
"1199",266929,198.7062
"1200",266932,78.081
"1201",266933,104.805
"1202",266976,193.8714
"1203",266981,52.8564
"1204",266989,907.7184
"1205",266998,188.0982
"1206",267021,315.4962
"1207",267067,285.2532
"1208",267073,181.1214
"1209",267081,87.5262
"1210",267122,157.7328
"1211",267123,517.9662
"1212",267162,399.4626
"1213",267179,346.1064
"1214",267211,917.1942
"1215",267212,6367.0338
"1216",267236,109.1706
"1217",267244,1053.8232
"1218",267263,469.7814
"1219",267266,180.0198
"1220",267276,186.252
"1221",267281,116.2086
"1222",267295,287.8746
"1223",267323,216.5664
"1224",267329,161.6598
"1225",267401,128.316
"1226",267411,471.7908
"1227",267421,590.2638
"1228",267440,2366.6754
"1229",267458,133.9362
"1230",267534,124.746
"1231",267542,88.1586
"1232",267564,1560.7734
"1233",267601,182.0802
"1234",267602,51.459
"1235",267609,143.1774
"1236",267613,49.8678
"1237",267647,238.527
"1238",267686,318.2502
"1239",267697,323.8296
"1240",267733,148.6344
"1241",267761,279.5922
"1242",267799,237.9354
"1243",267804,214.7202
"1244",267812,144.4524
"1245",267822,426.0132
"1246",267832,1191.0948
"1247",267866,90.372
"1248",267869,1014.0126
"1249",267884,638.7648
"1250",267895,94.3092
"1251",267947,305.5206
"1252",267983,1725.9828
"1253",268029,110.3742
"1254",268066,95.88
"1255",268086,187.017
"1256",268112,1201.9068
"1257",268133,345.117
"1258",268154,115.9944
"1259",268161,152.6838
"1260",268162,1043.664
"1261",268172,760.5018
"1262",268173,108.4362
