,id,ventas,,
8123,346523,741.183,0%,
8124,501951,741.1422,0%,
8125,648109,741.1218,0%,
8126,810353,741.1014,0%,
8127,903399,741.0912,0%,
8128,421848,741.081,0%,
8129,732822,741.0504,0%,
8130,398435,741.03,0%,
8131,877232,740.8566,0%,
8132,468986,740.8464,0%,
8133,915403,740.8464,0%,
8134,433700,740.6424,0%,
8135,719848,740.4894,0%,
8136,706491,740.4792,0%,
8137,685498,740.4384,0%,
8138,937638,740.4078,0%,
8139,468946,740.3976,0%,
8140,667091,740.3364,0%,
8141,771449,740.3262,0%,
8142,499393,740.2038,0%,
8143,489305,740.1528,0%,
8144,955021,740.1528,0%,
8145,704547,740.0814,0%,
8146,451204,740.0712,0%,
8147,357628,740.0202,0%,
8148,730710,739.9998,0%,
8149,468256,739.9692,0%,
8150,576342,739.9284,0%,
8151,899991,739.8264,0%,
8152,481200,739.7958,0%,
8153,518893,739.7958,0%,
8154,619690,739.7958,0%,
8155,330791,739.653,0%,
8156,913982,739.653,0%,
8157,566410,739.6224,0%,
8158,846740,739.602,0%,
8159,443970,739.5816,0%,
8160,641685,739.5306,0%,
8161,708925,739.5306,0%,
8162,937394,739.4898,0%,
8163,913726,739.4388,0%,
8164,878501,739.4184,0%,
8165,752687,739.3572,0%,
8166,458467,739.3266,0%,
8167,573342,739.296,0%,
8168,513032,739.2858,0%,
8169,559049,739.2858,0%,
8170,980137,739.2042,0%,
8171,303663,739.1022,0%,
8172,715879,739.1022,0%,
8173,542028,739.041,0%,
8174,519882,739.0104,0%,
8175,690333,738.9798,0%,
8176,409706,738.9492,0%,
8177,852196,738.9492,0%,
8178,783088,738.8778,0%,
8179,598298,738.8574,0%,
8180,553275,738.8268,0%,
8181,577200,738.7554,0%,
8182,466411,738.6738,0%,
8183,600461,738.6636,0%,
8184,985881,738.6228,0%,
8185,810410,738.5616,0%,
8186,992630,738.3882,0%,
8187,557096,738.378,0%,
8188,403340,738.327,0%,
8189,618284,738.3066,0%,
8190,561994,738.276,0%,
8191,375457,738.2556,0%,
8192,485772,738.2556,0%,
8193,866937,738.1026,0%,
8194,549267,738.072,0%,
8195,443368,738.0414,0%,
8196,545514,737.9904,0%,
8197,713085,737.97,0%,
8198,314077,737.9598,0%,
8199,849668,737.9496,0%,
8200,573123,737.8476,0%,
8201,915940,737.7966,0%,
8202,712716,737.7864,0%,
8203,639831,737.613,0%,
8204,772524,737.613,0%,
8205,762652,737.5518,0%,
8206,686656,737.4804,0%,
8207,920294,737.3682,0%,
8208,380877,737.3478,0%,
8209,771655,737.307,0%,
8210,564418,737.2866,0%,
8211,408889,737.2764,0%,
8212,549780,737.2458,0%,
8213,474651,737.2152,0%,
8214,983584,737.1948,0%,
8215,375721,737.1132,0%,
8216,987247,737.052,0%,
8217,390795,737.0316,0%,
8218,840848,736.9704,0%,
8219,742760,736.9602,0%,
8220,400659,736.95,0%,
8221,980813,736.848,0%,
8222,994351,736.7052,0%,
8223,762535,736.6542,0%,
8224,474570,736.644,0%,
8225,623003,736.644,0%,
8226,916483,736.6236,0%,
8227,399335,736.5012,0%,
8228,775220,736.4604,0%,
8229,709825,736.44,0%,
8230,351879,736.4094,0%,
8231,642439,736.3992,0%,
8232,930001,736.287,0%,
8233,583459,736.2768,0%,
8234,713701,736.2462,0%,
8235,910355,736.236,0%,
8236,452792,736.2156,0%,
8237,425768,736.2054,0%,
8238,440564,736.2054,0%,
8239,737493,736.2054,0%,
8240,496189,736.1748,0%,
8241,934871,736.1748,0%,
8242,359395,736.1544,0%,
8243,608395,736.1544,0%,
8244,921705,736.1442,0%,
8245,809992,736.1136,0%,
8246,806839,736.1034,0%,
8247,539697,736.0932,0%,
8248,454553,736.0626,0%,
8249,799378,736.0626,0%,
8250,499238,736.0524,0%,
8251,660959,735.9402,0%,
8252,284265,735.9198,0%,
8253,580280,735.777,0%,
8254,585014,735.7464,0%,
8255,297938,735.6546,0%,
8256,570284,735.5832,0%,
8257,409227,735.5016,0%,
8258,357450,735.4506,0%,
8259,580484,735.4404,0%,
8260,864913,735.3996,0%,
8261,942556,735.3894,0%,
8262,557166,735.3792,0%,
8263,829330,735.3792,0%,
8264,322404,735.3486,0%,
8265,503275,735.2976,0%,
8266,348358,735.2874,0%,
8267,512102,735.2874,0%,
8268,518557,735.1854,0%,
8269,520829,735.1548,0%,
8270,731696,735.1344,0%,
8271,794551,735.1242,0%,
8272,834454,735.114,0%,
8273,302415,735.0834,0%,
8274,312776,735.0732,0%,
8275,560365,735.0426,0%,
8276,722167,735.012,0%,
8277,875311,734.9916,0%,
8278,341094,734.9304,0%,
8279,543018,734.9202,0%,
8280,856973,734.7978,0%,
8281,921370,734.7876,0%,
8282,395163,734.7672,0%,
8283,841765,734.6958,0%,
8284,617460,734.6448,0%,
8285,610173,734.5632,0%,
8286,703445,734.5326,0%,
8287,802755,734.502,0%,
8288,686352,734.4816,0%,
8289,634138,734.4306,0%,
8290,814519,734.4306,0%,
8291,508299,734.4204,0%,
8292,629041,734.4102,0%,
8293,565333,734.3898,0%,
8294,297489,734.2674,0%,
8295,914856,734.247,0%,
8296,776248,734.2062,0%,
8297,318885,734.0328,0%,
8298,717289,734.0022,0%,
8299,989059,733.8696,0%,
8300,397900,733.7982,0%,
8301,296193,733.7778,0%,
8302,577201,733.7778,0%,
8303,777411,733.7064,0%,
8304,795153,733.635,0%,
8305,662106,733.6146,0%,
8306,919098,733.5738,0%,
8307,813499,733.533,0%,
8308,987694,733.5228,0%,
8309,418355,733.3596,0%,
8310,891658,733.2678,0%,
8311,376383,733.2474,0%,
8312,522138,733.2372,0%,
8313,608016,733.2066,0%,
8314,533159,733.0434,0%,
8315,966332,733.0026,0%,
8316,563062,732.9312,0%,
8317,603455,732.8802,0%,
8318,718023,732.87,0%,
8319,855692,732.7986,0%,
8320,970656,732.7578,0%,
8321,834102,732.6456,0%,
8322,928869,732.5844,0%,
8323,404086,732.2682,0%,
8324,593874,732.2682,0%,
8325,862978,732.258,0%,
8326,498653,732.1662,0%,
8327,595535,732.1458,0%,
8328,616371,732.054,0%,
8329,567840,732.0438,0%,
8330,636093,731.9724,0%,
8331,724758,731.9418,0%,
8332,935736,731.9418,0%,
8333,515877,731.9112,0%,
8334,929809,731.8704,0%,
8335,426202,731.8296,0%,
8336,372080,731.748,0%,
8337,667042,731.5236,0%,
8338,673153,731.4726,0%,
8339,512789,731.4318,0%,
8340,891997,731.4012,0%,
8341,978191,731.2482,0%,
8342,383734,731.2278,0%,
8343,566554,731.2278,0%,
8344,755696,731.2278,0%,
8345,955671,731.1462,0%,
8346,300237,731.1258,0%,
8347,306334,731.0952,0%,
8348,916183,731.0952,0%,
8349,453054,731.085,0%,
8350,600567,731.085,0%,
8351,336344,731.0544,0%,
8352,408744,731.0544,0%,
8353,461695,731.0442,0%,
8354,441220,731.0136,0%,
8355,597638,730.9422,0%,
8356,974609,730.8504,0%,
8357,708411,730.83,0%,
8358,665865,730.7892,0%,
8359,558550,730.7586,0%,
8360,937878,730.7586,0%,
8361,753175,730.626,0%,
8362,763827,730.6056,0%,
8363,616086,730.5546,0%,
8364,897494,730.5342,0%,
8365,688643,730.4526,0%,
8366,762938,730.4424,0%,
8367,980542,730.3812,0%,
8368,963103,730.2894,0%,
8369,307328,730.269,0%,
8370,487396,730.1058,0%,
8371,479946,729.9834,0%,
8372,436122,729.9426,0%,
8373,261510,729.9324,0%,
8374,333817,729.8406,0%,
8375,844629,729.5754,0%,
8376,417262,729.3816,0%,
8377,699973,729.3306,0%,
8378,947059,729.3204,0%,
8379,611605,729.2898,0%,
8380,758685,729.2592,0%,
8381,668064,729.2388,0%,
8382,308567,729.2286,0%,
8383,513081,729.2082,0%,
8384,961095,729.1572,0%,
8385,846236,729.1368,0%,
8386,713095,729.1266,0%,
8387,886532,729.1062,0%,
8388,972398,729.0552,0%,
8389,770910,728.8716,0%,
8390,932965,728.8716,0%,
8391,752495,728.8104,0%,
8392,929417,728.8104,0%,
8393,604272,728.6778,0%,
8394,865129,728.6574,0%,
8395,979201,728.6574,0%,
8396,346331,728.5554,0%,
8397,779076,728.5146,0%,
8398,903807,728.5044,0%,
8399,976706,728.4432,0%,
8400,298826,728.3514,0%,
8401,952092,728.2392,0%,
8402,724814,728.1984,0%,
8403,922144,727.872,0%,
8404,599171,727.8006,0%,
8405,884604,727.7802,0%,
8406,723556,727.77,0%,
8407,573545,727.7088,0%,
8408,826615,727.7088,0%,
8409,287720,727.668,0%,
8410,847097,727.6272,0%,
8411,638824,727.5966,0%,
8412,311948,727.5354,0%,
8413,662936,727.5354,0%,
8414,750556,727.4028,0%,
8415,697596,727.3722,0%,
8416,568301,727.3518,0%,
8417,687387,727.2804,0%,
8418,906753,727.2498,0%,
8419,835367,727.2294,0%,
8420,662371,727.2192,0%,
8421,902099,727.2192,0%,
8422,568740,727.1274,0%,
8423,787188,727.0764,0%,
8424,302220,727.0662,0%,
8425,355205,727.0662,0%,
8426,649869,727.0662,0%,
8427,900469,727.0356,0%,
8428,867874,727.0254,0%,
8429,595102,726.9846,0%,
8430,774381,726.9234,0%,
8431,945435,726.9234,0%,
8432,430678,726.9132,0%,
8433,380973,726.8928,0%,
8434,779785,726.8826,0%,
8435,837997,726.8622,0%,
8436,541707,726.7296,0%,
8437,660164,726.7194,0%,
8438,462923,726.699,0%,
8439,527430,726.6684,0%,
8440,306925,726.6072,0%,
8441,494797,726.597,0%,
8442,765845,726.5358,0%,
8443,973412,726.5358,0%,
8444,557988,726.4746,0%,
8445,369293,726.393,0%,
8446,628604,726.393,0%,
8447,693111,726.393,0%,
8448,504803,726.3522,0%,
8449,738787,726.3114,0%,
8450,397171,726.291,0%,
8451,887221,726.2604,0%,
8452,478540,726.189,0%,
8453,656381,726.1788,0%,
8454,890038,726.1584,0%,
8455,914692,726.138,0%,
8456,995700,726.0054,0%,
8457,775721,725.9238,0%,
8458,473897,725.883,0%,
8459,500028,725.8626,0%,
8460,956434,725.832,0%,
8461,463326,725.8014,0%,
8462,841506,725.7606,0%,
8463,455193,725.7504,0%,
8464,897411,725.73,0%,
8465,363361,725.7096,0%,
8466,745687,725.679,0%,
8467,809474,725.6688,0%,
8468,696644,725.6586,0%,
8469,770225,725.628,0%,
8470,349236,725.5566,0%,
8471,773260,725.5158,0%,
8472,256875,725.5056,0%,
8473,864925,725.4444,0%,
8474,370690,725.4342,0%,
8475,989133,725.424,0%,
8476,662032,725.3934,0%,
8477,807471,725.373,0%,
8478,675388,725.1996,0%,
8479,565892,725.0568,0%,
8480,903835,725.0364,0%,
8481,387291,724.863,0%,
8482,283796,724.6692,0%,
8483,270552,724.659,0%,
8484,793823,724.6386,0%,
8485,768307,724.5468,0%,
8486,856049,724.4856,0%,
8487,885589,724.4448,0%,
8488,998682,724.3734,0%,
8489,732993,724.3326,0%,
8490,860139,724.2,0%,
8491,562306,724.1796,0%,
8492,587043,724.0368,0%,
8493,998425,724.0164,0%,
8494,749284,723.8838,0%,
8495,577068,723.8328,0%,
8496,929520,723.8328,0%,
8497,581825,723.7308,0%,
8498,257130,723.7002,0%,
8499,769907,723.4248,0%,
8500,691720,723.4146,0%,
8501,822729,723.2514,0%,
8502,959039,723.1392,0%,
8503,770633,722.9658,0%,
8504,684323,722.9454,0%,
8505,716966,722.8536,0%,
8506,417112,722.823,0%,
8507,391078,722.8026,0%,
8508,879517,722.7516,0%,
8509,740799,722.7414,0%,
8510,665202,722.6598,0%,
8511,980350,722.6598,0%,
8512,360327,722.6394,0%,
8513,724873,722.619,0%,
8514,667796,722.5068,0%,
8515,992503,722.466,0%,
8516,380554,722.3946,0%,
8517,732580,722.2722,0%,
8518,392051,722.2416,0%,
8519,414985,722.2008,0%,
8520,782148,722.1192,0%,
8521,423775,721.9254,0%,
8522,748748,721.8642,0%,
8523,878454,721.7826,0%,
8524,487865,721.7112,0%,
8525,873822,721.548,0%,
8526,721298,721.4358,0%,
8527,484951,721.4154,0%,
8528,817933,721.344,0%,
8529,627408,721.242,0%,
8530,557504,721.2318,0%,
8531,751139,721.0686,0%,
8532,496908,721.0278,0%,
8533,903111,720.987,0%,
8534,457651,720.9768,0%,
8535,415543,720.9564,0%,
8536,457645,720.9462,0%,
8537,633717,720.8952,0%,
8538,811330,720.8748,0%,
8539,603572,720.8544,0%,
8540,450286,720.8442,0%,
8541,508120,720.8034,0%,
8542,558256,720.7524,0%,
8543,391149,720.732,0%,
8544,588360,720.6708,0%,
8545,381201,720.5076,0%,
8546,693507,720.4362,0%,
8547,310171,720.4158,0%,
8548,917610,720.4056,0%,
8549,921801,720.3546,0%,
8550,347236,720.2832,0%,
8551,695214,720.2628,0%,
8552,319107,720.2016,0%,
8553,860872,720.1812,0%,
8554,798699,720.0384,0%,
8555,339115,719.967,0%,
8556,830056,719.8548,0%,
8557,797943,719.8344,0%,
8558,676734,719.8038,0%,
8559,462852,719.7936,0%,
8560,818808,719.712,0%,
8561,572014,719.6712,0%,
8562,314621,719.5896,0%,
8563,442620,719.508,0%,
8564,466063,719.4264,0%,
8565,646585,719.3652,0%,
8566,320523,719.355,0%,
8567,546070,719.2734,0%,
8568,720910,719.253,0%,
8569,879430,719.2428,0%,
8570,934500,719.2326,0%,
8571,930811,719.1816,0%,
8572,318373,719.1612,0%,
8573,612143,719.1306,0%,
8574,734142,718.9776,0%,
8575,913470,718.947,0%,
8576,879755,718.9368,0%,
8577,496158,718.9062,0%,
8578,511926,718.8042,0%,
8579,573440,718.7736,0%,
8580,945729,718.7634,0%,
8581,852822,718.7532,0%,
8582,823492,718.743,0%,
8583,743020,718.7226,0%,
8584,888926,718.7022,0%,
8585,917728,718.6818,0%,
8586,964403,718.6206,0%,
8587,627444,718.6002,0%,
8588,800619,718.6002,0%,
8589,752528,718.488,0%,
8590,714163,718.3962,0%,
8591,483342,718.3554,0%,
8592,731841,718.3554,0%,
8593,984352,718.3554,0%,
8594,348225,718.3146,0%,
8595,640529,718.233,0%,
8596,828711,718.2126,0%,
8597,322425,718.2024,0%,
8598,875369,718.1922,0%,
8599,623753,718.1718,0%,
8600,304018,718.1514,0%,
8601,952391,718.0698,0%,
8602,271985,717.9576,0%,
8603,479398,717.927,0%,
8604,504107,717.8862,0%,
8605,366888,717.8046,0%,
8606,807873,717.6006,0%,
8607,674984,717.5802,0%,
8608,571640,717.5496,0%,
8609,792604,717.5292,0%,
8610,851456,717.366,0%,
8611,676572,717.3558,0%,
8612,636153,717.3048,0%,
8613,434346,717.2742,0%,
8614,318547,717.264,0%,
8615,522875,717.264,0%,
8616,472516,717.2538,0%,
8617,681168,717.2232,0%,
8618,822168,717.2232,0%,
8619,812579,717.2028,0%,
8620,493534,717.1722,0%,
8621,811272,717.0192,0%,
8622,907813,716.958,0%,
8623,695432,716.9478,0%,
8624,781630,716.8866,0%,
8625,927867,716.7744,0%,
8626,486238,716.754,0%,
8627,935167,716.7234,0%,
8628,498803,716.6724,0%,
8629,923834,716.6112,0%,
8630,493541,716.5704,0%,
8631,628325,716.448,0%,
8632,544618,716.4072,0%,
8633,924579,716.4072,0%,
8634,313731,716.3256,0%,
8635,391275,716.2542,0%,
8636,626400,716.2542,0%,
8637,970679,716.1522,0%,
8638,873222,716.1318,0%,
8639,479239,716.1012,0%,
8640,820859,716.0502,0%,
8641,302238,716.04,0%,
8642,705979,715.8666,0%,
8643,903601,715.8564,0%,
8644,910584,715.8564,0%,
8645,926162,715.785,0%,
8646,896009,715.7442,0%,
8647,712325,715.6932,0%,
8648,762169,715.6932,0%,
8649,391308,715.683,0%,
8650,458537,715.6524,0%,
8651,459022,715.6116,0%,
8652,950527,715.581,0%,
8653,765677,715.5708,0%,
8654,652148,715.4586,0%,
8655,459345,715.3464,0%,
8656,576106,715.3464,0%,
8657,656400,715.2648,0%,
8658,323713,715.1934,0%,
8659,832396,715.1934,0%,
8660,651692,715.1526,0%,
8661,877728,715.1424,0%,
8662,754635,715.0914,0%,
8663,943200,715.02,0%,
8664,877824,714.9996,0%,
8665,762055,714.9588,0%,
8666,895987,714.918,0%,
8667,613645,714.8568,0%,
8668,741231,714.7956,0%,
8669,976724,714.7038,0%,
8670,712558,714.6324,0%,
8671,508730,714.5304,0%,
8672,616680,714.4182,0%,
8673,863469,714.4182,0%,
8674,999129,714.3876,0%,
8675,633789,714.3672,0%,
8676,528262,714.357,0%,
8677,736427,714.2346,0%,
8678,981989,714.2244,0%,
8679,482902,714.1632,0%,
8680,630123,714.1326,0%,
8681,867403,714.1224,0%,
8682,923191,714.1122,0%,
8683,393335,714.102,0%,
8684,918486,714.0204,0%,
8685,603361,713.9694,0%,
8686,931471,713.9694,0%,
8687,916442,713.9082,0%,
8688,479176,713.8062,0%,
8689,795553,713.7858,0%,
8690,547161,713.7654,0%,
8691,478501,713.6838,0%,
8692,944960,713.5818,0%,
8693,538194,713.5614,0%,
8694,943095,713.5614,0%,
8695,575401,713.5104,0%,
8696,687077,713.4798,0%,
8697,416843,713.439,0%,
8698,955577,713.4084,0%,
8699,338436,713.3982,0%,
8700,390678,713.3982,0%,
8701,865084,713.082,0%,
8702,505574,713.0412,0%,
8703,482060,713.0106,0%,
8704,939948,713.0004,0%,
8705,487785,712.9902,0%,
8706,541594,712.98,0%,
8707,673270,712.9596,0%,
8708,865588,712.9596,0%,
8709,879548,712.9596,0%,
8710,420403,712.7862,0%,
8711,843693,712.7352,0%,
8712,838324,712.7046,0%,
8713,902741,712.6944,0%,
8714,548370,712.6638,0%,
8715,520177,712.6536,0%,
8716,816428,712.6434,0%,
8717,882749,712.6332,0%,
8718,658579,712.5822,0%,
8719,762816,712.5618,0%,
8720,946939,712.5312,0%,
8721,770601,712.521,0%,
8722,822359,712.5108,0%,
8723,592304,712.3272,0%,
8724,850405,712.3068,0%,
8725,330427,712.062,0%,
8726,631936,712.0416,0%,
8727,449335,712.0008,0%,
8728,419255,711.96,0%,
8729,851881,711.9498,0%,
8730,522447,711.9396,0%,
8731,980904,711.9396,0%,
8732,778382,711.8886,0%,
8733,919423,711.654,0%,
8734,820926,711.6234,0%,
8735,907973,711.6234,0%,
8736,712201,711.5112,0%,
8737,527734,711.4092,0%,
8738,883399,711.246,0%,
8739,440527,711.2052,0%,
8740,413541,711.1746,0%,
8741,638697,711.0522,0%,
8742,841835,711.0318,0%,
8743,662924,711.0114,0%,
8744,497952,710.94,0%,
8745,797167,710.838,0%,
8746,972597,710.8074,0%,
8747,878195,710.7666,0%,
8748,959369,710.7462,0%,
8749,568060,710.7054,0%,
8750,923225,710.6646,0%,
8751,682527,710.5932,0%,
8752,635391,710.5422,0%,
8753,842565,710.481,0%,
8754,312416,710.4708,0%,
8755,551378,710.4708,0%,
8756,843440,710.3892,0%,
8757,861056,710.379,0%,
8758,805787,710.3076,0%,
8759,916539,710.2158,0%,
8760,816614,710.2056,0%,
8761,684031,710.1954,0%,
8762,755417,710.175,0%,
8763,908172,710.124,0%,
8764,878715,710.0628,0%,
8765,370085,710.0424,0%,
8766,347748,710.022,0%,
8767,718765,709.8996,0%,
8768,393887,709.8894,0%,
8769,967071,709.869,0%,
8770,291010,709.8486,0%,
8771,685152,709.7364,0%,
8772,412613,709.7262,0%,
8773,442291,709.2978,0%,
8774,679049,709.2978,0%,
8775,885333,709.2876,0%,
8776,512701,709.2672,0%,
8777,801580,709.2672,0%,
8778,560411,709.2366,0%,
8779,987598,709.1754,0%,
8780,436580,709.155,0%,
8781,835865,709.1244,0%,
8782,633386,709.0938,0%,
8783,979000,709.0428,0%,
8784,962267,708.9918,0%,
8785,739076,708.9816,0%,
8786,496629,708.951,0%,
8787,627963,708.9408,0%,
8788,715944,708.9204,0%,
8789,430022,708.8898,0%,
8790,477430,708.8796,0%,
8791,276433,708.8694,0%,
8792,565701,708.8592,0%,
8793,869454,708.849,0%,
8794,690184,708.7266,0%,
8795,793860,708.6858,0%,
8796,911701,708.6756,0%,
8797,932308,708.6042,0%,
8798,998665,708.6042,0%,
8799,676759,708.5736,0%,
8800,787077,708.5124,0%,
8801,636540,708.339,0%,
8802,791081,708.3186,0%,
8803,648555,708.288,0%,
8804,641403,708.2676,0%,
8805,719714,708.1554,0%,
8806,457299,708.1248,0%,
8807,963690,707.982,0%,
8808,388205,707.9412,0%,
8809,337468,707.8698,0%,
8810,996744,707.8698,0%,
8811,592326,707.7372,0%,
8812,944901,707.6964,0%,
8813,427702,707.6862,0%,
8814,484885,707.6658,0%,
8815,375762,707.5842,0%,
8816,911202,707.574,0%,
8817,983977,707.5434,0%,
8818,476171,707.4924,0%,
8819,302878,707.421,0%,
8820,810826,707.4006,0%,
8821,948399,707.3394,0%,
8822,646237,707.2578,0%,
8823,432068,707.2476,0%,
8824,265077,707.064,0%,
8825,895103,707.0232,0%,
8826,987224,707.013,0%,
8827,430290,706.9314,0%,
8828,650138,706.8702,0%,
8829,915132,706.8498,0%,
8830,713556,706.8396,0%,
8831,632664,706.809,0%,
8832,678131,706.7784,0%,
8833,350899,706.6968,0%,
8834,998448,706.6458,0%,
8835,487582,706.5846,0%,
8836,603233,706.5336,0%,
8837,535801,706.4622,0%,
8838,443165,706.3704,0%,
8839,583902,706.3398,0%,
8840,464632,706.2684,0%,
8841,492376,706.1766,0%,
8842,713202,706.1562,0%,
8843,843168,706.0848,0%,
8844,712323,706.044,0%,
8845,446988,706.0134,0%,
8846,928170,705.9522,0%,
8847,657985,705.9114,0%,
8848,839258,705.7278,0%,
8849,628041,705.7176,0%,
8850,281475,705.6768,0%,
8851,610366,705.636,0%,
8852,371370,705.6054,0%,
8853,464665,705.5646,0%,
8854,863237,705.3912,0%,
8855,552456,705.381,0%,
8856,855271,705.381,0%,
8857,605745,705.2994,0%,
8858,889044,705.279,0%,
8859,266351,705.2076,0%,
8860,987640,705.2076,0%,
8861,488298,705.0954,0%,
8862,591614,705.0954,0%,
8863,721841,705.0852,0%,
8864,400103,705.0546,0%,
8865,795670,705.0342,0%,
8866,343711,705.0036,0%,
8867,546856,704.8812,0%,
8868,637522,704.8608,0%,
8869,607505,704.8098,0%,
8870,974114,704.8098,0%,
8871,851193,704.7486,0%,
8872,756159,704.6568,0%,
8873,317949,704.5854,0%,
8874,661739,704.565,0%,
8875,336157,704.5446,0%,
8876,623557,704.5242,0%,
8877,418569,704.5038,0%,
8878,875082,704.412,0%,
8879,402006,704.3712,0%,
8880,796063,704.3406,0%,
8881,999781,704.2896,0%,
8882,844624,704.2692,0%,
8883,482995,704.259,0%,
8884,850842,704.2488,0%,
8885,870580,704.2284,0%,
8886,629306,704.208,0%,
8887,929347,704.1978,0%,
8888,961419,704.1264,0%,
8889,334686,704.0958,0%,
8890,837067,704.0958,0%,
8891,941403,704.0652,0%,
8892,884318,703.953,0%,
8893,783135,703.8204,0%,
8894,597106,703.8,0%,
8895,585490,703.6776,0%,
8896,998952,703.6572,0%,
8897,467687,703.545,0%,
8898,692193,703.494,0%,
8899,558950,703.4328,0%,
8900,739608,703.4022,0%,
8901,997634,703.341,0%,
8902,499145,703.3206,0%,
8903,534029,703.3104,0%,
8904,479478,703.239,0%,
8905,451588,703.2084,0%,
8906,479337,703.0962,0%,
8907,701137,702.9738,0%,
8908,303862,702.9024,0%,
8909,747812,702.882,0%,
8910,727855,702.8718,0%,
8911,438754,702.8514,0%,
8912,810972,702.8208,0%,
8913,855558,702.6678,0%,
8914,704270,702.6576,0%,
8915,900279,702.6576,0%,
8916,528787,702.6372,0%,
8917,365357,702.4536,0%,
8918,339827,702.4332,0%,
8919,344811,702.3924,0%,
8920,397292,702.3924,0%,
8921,566718,702.3924,0%,
8922,327390,702.3822,0%,
8923,482385,702.372,0%,
8924,498709,702.3108,0%,
8925,721228,702.2088,0%,
8926,744802,702.1578,0%,
8927,995200,702.1068,0%,
8928,341632,702.0762,0%,
8929,739328,702.0558,0%,
8930,649479,702.0456,0%,
8931,690110,702.0354,0%,
8932,336704,701.9334,0%,
8933,425593,701.8518,0%,
8934,273005,701.8416,0%,
8935,677595,701.7498,0%,
8936,306482,701.7192,0%,
8937,942309,701.7192,0%,
8938,718549,701.607,0%,
8939,430338,701.5356,0%,
8940,646872,701.505,0%,
8941,496619,701.4438,0%,
8942,479905,701.4234,0%,
8943,711838,701.4132,0%,
8944,370094,701.403,0%,
8945,390385,701.3622,0%,
8946,962032,701.3112,0%,
8947,402376,701.301,0%,
8948,484115,701.301,0%,
8949,905779,701.301,0%,
8950,998631,701.2908,0%,
8951,587760,701.2806,0%,
8952,657547,701.2704,0%,
8953,451322,701.2602,0%,
8954,881165,701.1888,0%,
8955,962791,701.1888,0%,
8956,250438,701.1582,0%,
8957,882049,701.0868,0%,
8958,762512,701.0358,0%,
8959,370823,700.9644,0%,
8960,975816,700.944,0%,
8961,799715,700.893,0%,
8962,394942,700.8522,0%,
8963,964547,700.8318,0%,
8964,611844,700.8216,0%,
8965,428488,700.8114,0%,
8966,567061,700.8114,0%,
8967,844687,700.8012,0%,
8968,308001,700.7604,0%,
8969,565734,700.7298,0%,
8970,486988,700.6788,0%,
8971,596749,700.6788,0%,
8972,751319,700.6686,0%,
8973,478695,700.6074,0%,
8974,722830,700.5462,0%,
8975,736558,700.4544,0%,
8976,908833,700.4442,0%,
8977,770558,700.434,0%,
8978,624165,700.3932,0%,
8979,364183,700.2402,0%,
8980,397641,700.2198,0%,
8981,922529,700.1892,0%,
8982,748002,700.1484,0%,
8983,385676,699.9954,0%,
8984,428784,699.9954,0%,
8985,373752,699.9648,0%,
8986,638010,699.9546,0%,
8987,698014,699.8934,0%,
8988,572261,699.8832,0%,
8989,491468,699.8118,0%,
8990,720077,699.7506,0%,
8991,795310,699.7506,0%,
8992,721572,699.5976,0%,
8993,922491,699.5262,0%,
8994,333170,699.516,0%,
8995,425164,699.516,0%,
8996,545826,699.4956,0%,
8997,457253,699.465,0%,
8998,357902,699.2406,0%,
8999,632858,699.1794,0%,
9000,610747,699.1692,0%,
9001,795855,699.108,0%,
9002,498006,699.0774,0%,
9003,620303,698.9958,0%,
9004,316844,698.9754,0%,
9005,451354,698.955,0%,
9006,624851,698.9346,0%,
9007,559123,698.9244,0%,
9008,771713,698.9244,0%,
9009,857747,698.9244,0%,
9010,484214,698.904,0%,
9011,582641,698.8632,0%,
9012,647556,698.853,0%,
9013,821957,698.8122,0%,
9014,897837,698.7612,0%,
9015,699094,698.7306,0%,
9016,565088,698.7102,0%,
9017,792727,698.7102,0%,
9018,806986,698.6694,0%,
9019,664295,698.6082,0%,
9020,352141,698.547,0%,
9021,683616,698.496,0%,
9022,704632,698.4552,0%,
9023,864895,698.445,0%,
9024,841742,698.3838,0%,
9025,843325,698.3838,0%,
9026,398337,698.3124,0%,
9027,921607,698.3124,0%,
9028,901933,698.2818,0%,
9029,364496,698.2716,0%,
9030,588714,698.2104,0%,
9031,803302,698.0574,0%,
9032,674825,698.0166,0%,
9033,775638,697.9044,0%,
9034,577353,697.782,0%,
9035,308537,697.7616,0%,
9036,581038,697.7616,0%,
9037,265772,697.7412,0%,
9038,884138,697.7208,0%,
9039,806050,697.6698,0%,
9040,826182,697.6494,0%,
9041,481862,697.6392,0%,
9042,793936,697.5576,0%,
9043,569814,697.5168,0%,
9044,550491,697.5066,0%,
9045,539707,697.4964,0%,
9046,503478,697.4556,0%,
9047,780018,697.3536,0%,
9048,752575,697.3434,0%,
9049,310500,697.3332,0%,
9050,864730,697.2924,0%,
9051,770128,697.2516,0%,
9052,708310,697.17,0%,
9053,317271,697.0884,0%,
9054,729213,697.0476,0%,
9055,354450,696.9558,0%,
9056,374376,696.9456,0%,
9057,775856,696.9252,0%,
9058,432205,696.915,0%,
9059,512574,696.8946,0%,
9060,921475,696.8946,0%,
9061,611392,696.8538,0%,
9062,471991,696.711,0%,
9063,990134,696.7008,0%,
9064,432215,696.66,0%,
9065,902524,696.5784,0%,
